question,sparql
What award did Maria Rojo receive in 1978?,"SELECT ?obj WHERE { wd:Q290301 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1978')) }"
,select distinct ?obj where { wd:Q11299 wdt:P47 ?obj . ?obj wdt:P31 wd:Q408804 }
"What is the namesake of the Riemann zeta function, which has the Cauchy–Euler equation in its significant works?",SELECT ?answer WHERE { wd:Q187235 wdt:P138 ?answer . ?answer wdt:P800 wd:Q1196465}
"Where was Paul VI born in, which is adjacent to Cellatica?",SELECT ?answer WHERE { wd:Q16975 wdt:P19 ?answer . ?answer wdt:P47 wd:Q103883}
How many people are convicted of drug possession?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P1399 wd:Q1259959 }
What award did Anish Kapoor receive in 2016?,"SELECT ?obj WHERE { wd:Q327293 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2016')) }"
Dennis M. Ritchie designed which structured programming language?,select distinct ?sbj where { ?sbj wdt:P287 wd:Q45575 . ?sbj wdt:P31 wd:Q28920117 }
Which is the historic house museum of the residence of Rembrandt?,select distinct ?obj where { wd:Q5598 wdt:P551 ?obj . ?obj wdt:P31 wd:Q2087181 }
Tell me hole whose name has the word depletion in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q20204151 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'depletion')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the capital city of the Kingdom of Navarre?,SELECT ?answer WHERE { wd:Q200262 wdt:P36 ?X . ?X wdt:P1376 ?answer}
How many mothers did Eros have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q121973 wdt:P25 ?obj }
When was Boleslaw Bierut came to the position of President of Poland?,SELECT ?value WHERE { wd:Q55832 p:P39 ?s . ?s ps:P39 wd:Q1054799 . ?s pq:P580 ?value}
What is the name of the fictional universe described in Daredevil?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q196600 . ?sbj wdt:P1445 wd:Q16977365 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'cinematic')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When did Burt Bacharach  received the award for Grammy Trustees?,SELECT ?value WHERE { wd:Q212762 p:P166 ?s . ?s ps:P166 wd:Q5593916 . ?s pq:P585 ?value}
"What government structure starts with the letter ""t""?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q19944802 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 't')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many students studied the subject {astronomy} ?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P2579 wd:Q333 }
What left office is from the temporal range start of Sturtian glaciation?,SELECT ?answer WHERE { wd:Q1450075 wdt:P523 ?X . ?X wdt:P582 ?answer}
When did Lech Walesa receive the Order of Pius IX award?,SELECT ?value WHERE { wd:Q444 p:P166 ?s . ?s ps:P166 wd:Q1423841 . ?s pq:P585 ?value}
When was Benito Juárez elected as President of Mexico?,SELECT ?value WHERE { wd:Q182276 p:P39 ?s . ?s ps:P39 wd:Q628004 . ?s pq:P580 ?value}
Which recreational tool based on Control theory uses the principle of zero-sum game?,SELECT ?answer WHERE { wd:Q156612 wdt:P2283 ?answer . ?answer wdt:P101 wd:Q6501221}
Who is {service operator} of {aircraft carried} of {LATAM Brasil} ?,SELECT ?answer WHERE { wd:Q690789 wdt:P121 ?X . ?X wdt:P137 ?answer}
"Who are the sons of Maximilian I, Holy Roman Emperor, who died on 1557-5-4?","SELECT ?answer WHERE { wd:Q150726 wdt:P40 ?answer . ?answer wdt:P570 ?x FILTER(contains(YEAR(?x),'1557'))}"
How many NBC headquarters locations are there?,SELECT (COUNT(?obj) AS ?value ) { wd:Q13974 wdt:P159 ?obj }
How many speeches were done by Ronald Reagan?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P823 wd:Q9960 }
When was Gerd Muller a member of the German under-23 football team?,SELECT ?value WHERE { wd:Q43744 p:P54 ?s . ?s ps:P54 wd:Q1202768 . ?s pq:P580 ?value}
What is the molar mass of the parent body of Titania?,SELECT ?answer WHERE { wd:Q3322 wdt:P397 ?X . ?X wdt:P2067 ?answer}
What was Otto Hahn nominated for in the year 1945?,"SELECT ?obj WHERE { wd:Q57065 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1945')) }"
how much stock exchange does banco santander have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q806215 wdt:P414 ?obj }
how many habitats does varanus komodoensis have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q4504 wdt:P2974 ?obj }
What are the Greek primordial deity which start with the letter uranus,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q878099 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'uranus')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many instrument are for harps,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P870 wd:Q47369 }
How many defendants were there in the Nuremberg trials?,SELECT (COUNT(?obj) AS ?value ) { wd:Q80130 wdt:P1591 ?obj }
What is the name of Mike Tyson's ex-wife that he was married to until 2/14/89?,"SELECT ?obj WHERE { wd:Q79031 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'1989')) }"
Who created the original topic of The Essential Dykes to Watch Out For?,SELECT ?answer WHERE { wd:Q50377307 wdt:P1269 ?X . ?X wdt:P170 ?answer}
who date incorporated of honours of andrei gromyko ?,SELECT ?answer WHERE { wd:Q184267 wdt:P166 ?X . ?X wdt:P571 ?answer}
"What is the daughter of Leopold II, Holy Roman Emperor, whose sister is Maria Anna d'Asburgo-Lorena?",SELECT ?answer WHERE { wd:Q151321 wdt:P40 ?answer . ?answer wdt:P3373 wd:Q1032317}
Which daylght saving time is valid in the timezone of Stockholm?,SELECT ?obj WHERE { wd:Q1754 p:P421 ?s . ?s ps:P421 ?obj . ?s pq:P1264 wd:Q36669 }
"Of all the unitary states which are members of the International Centre for Settlement of Investment Disputes, which has the highest GDP per capita in nominal terms?",select ?ent where { ?ent wdt:P31 wd:Q179164 . ?ent wdt:P2132 ?obj . ?ent wdt:P463 wd:Q899770 } ORDER BY DESC(?obj)LIMIT 5
Which {voice actors} of {series} {She Swill Survive} ?,SELECT ?answer WHERE { wd:Q51165010 wdt:P179 ?X . ?X wdt:P725 ?answer}
What is the sport with the maximum number of players from Papua New Guinea?,select ?ent where { ?ent wdt:P31 wd:Q29791211 . ?ent wdt:P4909 ?obj . ?ent wdt:P276 wd:Q691 } ORDER BY DESC(?obj)LIMIT 5
What is the time of the day in year of Easter?,SELECT ?answer WHERE { wd:Q21196 wdt:P837 ?X . ?X wdt:P585 ?answer}
Tell me economics crisis whose name has the word period in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q290178 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'period')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What rugby team has the highest number of losses?,select ?ent where { ?ent wdt:P31 wd:Q50846468 . ?ent wdt:P1356 ?obj . ?ent wdt:P641 wd:Q5849 } ORDER BY DESC(?obj)LIMIT 5
when did Ailsa Garland become the editor for vogue,SELECT ?value WHERE { wd:Q6351976 p:P98 ?s . ?s ps:P98 wd:Q21176318 . ?s pq:P580 ?value}
WHICH IS THE GROUP OF ORGANISMS KNOWN BY ONE PARATICULAR COMMON NAME THAT IS LOCOMOTION AND SNAKE LOCOMOTION THAT CONTAINS THE WORD SNAKE IN THEIR NAME,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q55983715 . ?sbj wdt:P3512 wd:Q29378923 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'snake')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What award did Shigeru Miyamoto receive in 2008?,"SELECT ?obj WHERE { wd:Q12382 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2008')) }"
How many {material are used} for {fiber} ?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P186 wd:Q161 }
For what film was Catherine Deneuve nominated for the César Award for Best Actress?,SELECT ?value WHERE { wd:Q106418 p:P1411 ?s . ?s ps:P1411 wd:Q24241 . ?s pq:P1686 ?value}
What are the coordinates for the location of the Limpopo river source?,SELECT ?obj WHERE { wd:Q173017 p:P625 ?s . ?s ps:P625 ?obj . ?s pq:P518 wd:Q7376362 }
Name an infectious disease that afflicts liver and starts with letter H,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q18123741 . ?sbj wdt:P689 wd:Q9368 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'h')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What are the  airline which start with the letter pan,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q46970 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'pan')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What position did Ludwig Erhard hold for two years?,"SELECT ?obj WHERE { wd:Q2496 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P1545 ?x filter(contains(?x,'2')) }"
What is the highest position in the church of England ?,select distinct ?obj where { wd:Q82708 wdt:P2388 ?obj . ?obj wdt:P31 wd:Q4164871 }
Who were the members of the Lewis and Clark Expedition?,select distinct ?sbj where { ?sbj wdt:P1344 wd:Q505802 . ?sbj wdt:P31 wd:Q5 }
What commercials advertise the menu of In-N-Out Burger?,SELECT ?answer WHERE { wd:Q1205312 wdt:P1056 ?X . ?X wdt:P186 ?answer}
Which active ingredient is the duty of Vivelle?,SELECT ?answer WHERE { wd:Q48826042 wdt:P3781 ?X . ?X wdt:P2868 ?answer}
Tell me virtue whose name has the word wisdom in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q157811 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'wisdom')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is {symptom} of {this taxon is the source of} {sunflower} ?,SELECT ?answer WHERE { wd:Q171497 wdt:P1672 ?X . ?X wdt:P1542 ?answer}
Who is the concubine of the scriptwriter of The Lady Without Camelias?,SELECT ?answer WHERE { wd:Q3208121 wdt:P58 ?X . ?X wdt:P451 ?answer}
What is {in narrative} of {sidekick of} {Luigi} ?,SELECT ?answer WHERE { wd:Q210593 wdt:P2546 ?X . ?X wdt:P1441 ?answer}
who is the sports season for sport of australian rules football?,select distinct ?sbj where { ?sbj wdt:P641 wd:Q50776 . ?sbj wdt:P31 wd:Q27020041 }
WHAT ARE THE WORK OF INCUMBENT OF CHIEF OFFICIAL WHITE HOUSE PHOTOGRAPHER?,SELECT ?answer WHERE { wd:Q28955826 wdt:P1308 ?X . ?X wdt:P108 ?answer}
Who's voice is dubbed in Freemium Isn't Free,SELECT ?answer WHERE { wd:Q18573108 wdt:P179 ?X . ?X wdt:P725 ?answer}
What is the relationship between Vaclav Havel and Dagmar Havlova?,SELECT ?value WHERE { wd:Q36233 p:P1038 ?s . ?s ps:P1038 wd:Q5107449 . ?s pq:P1039 ?value}
What country is Santa Monica in where Fred MacMurray died?,SELECT ?value WHERE { wd:Q356309 p:P20 ?s . ?s ps:P20 wd:Q47164 . ?s pq:P17 ?value}
Who is {role model} of {writers} {Railsea} ?,SELECT ?answer WHERE { wd:Q7284118 wdt:P50 ?X . ?X wdt:P737 ?answer}
When did Iannis Xenakis marry Francoise Xenakis?,SELECT ?value WHERE { wd:Q152880 p:P26 ?s . ?s ps:P26 wd:Q3086635 . ?s pq:P580 ?value}
How many dome enclosures are there?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P3158 wd:Q12493 }
What is the population of New Taipei City in 2010?,"SELECT ?obj WHERE { wd:Q244898 p:P1082 ?s . ?s ps:P1082 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2010')) }"
What field of employment is Kōtarō Yoshida in?,SELECT ?answer WHERE { wd:Q2600927 wdt:P106 ?X . ?X wdt:P425 ?answer}
How many forewords did John Lasseter author?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P2679 wd:Q269214 }
How many instrumentation are by harpsichord?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P870 wd:Q81982 }
For What Saint-John Perse was in  nomination in the year 1955?,"SELECT ?obj WHERE { wd:Q132684 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1955')) }"
Which is the historical country of the diplomatic relation of Czechoslovakia?,select distinct ?sbj where { ?sbj wdt:P530 wd:Q33946 . ?sbj wdt:P31 wd:Q3024240 }
What is the {manner of death} and the {cause of death} of {Robert_Louis_Stevenson} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q1512 wdt:P1196 ?ans_1 . wd:Q1512 wdt:P509 ?ans_2 }
What are the modern language which start with the letter thai,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1288568 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'thai')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many screenwriters are there for Casablanca?,SELECT (COUNT(?obj) AS ?value ) { wd:Q132689 wdt:P58 ?obj }
Where was the place of interment of life partner of Abdul Hamid II?,SELECT ?answer WHERE { wd:Q134817 wdt:P26 ?X . ?X wdt:P119 ?answer}
When did the country Cluj-Napoca become the Principality of Transylvania?,SELECT ?value WHERE { wd:Q100188 p:P17 ?s . ?s ps:P17 wd:Q655621 . ?s pq:P580 ?value}
"Who is working for J.L. Mackie, who has a subnetwork of 2001:630:440::/44?","SELECT ?answer WHERE { wd:Q713642 wdt:P108 ?answer . ?answer wdt:P3793 ?x FILTER(contains(?x,'2001:630:440::/44'))}"
What is the significant landmark in the capital of the Achaemenid Empire?,select distinct ?obj where { wd:Q389688 wdt:P36 ?obj . ?obj wdt:P31 wd:Q2319498 }
Which runway in LAX are made of concrete?,SELECT ?obj WHERE { wd:Q8731 p:P529 ?s . ?s ps:P529 ?obj . ?s pq:P186 wd:Q22657 }
Which {contains administrative territorial entity} and the {located in the administrative territorial entity} of {Tamil_Nadu} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q1445 wdt:P150 ?ans_1 . wd:Q1445 wdt:P131 ?ans_2 }
,select distinct ?sbj where { ?sbj wdt:P3975 wd:Q15031 . ?sbj wdt:P31 wd:Q233591 }
What was the last year that FC Bayern Munich used the Olympic Stadium of Munich as its home venue?,SELECT ?value WHERE { wd:Q15789 p:P115 ?s . ?s ps:P115 wd:Q131610 . ?s pq:P582 ?value}
what is the name of the conjugate acid of hydroxide ion which has the index of refraction equal to 1.33432?,"SELECT ?answer WHERE { wd:Q199877 wdt:P4147 ?answer . ?answer wdt:P1109 ?x FILTER(contains(?x,'1.33432'))}"
Where is the location of birth of Antónia Ferreira subdivided into Galafura e Covelinhas?,SELECT ?answer WHERE { wd:Q591755 wdt:P19 ?answer . ?answer wdt:P150 wd:Q25438947}
What is the total quantity produced by Fuji?,SELECT (COUNT(?obj) AS ?value ) { wd:Q504893 wdt:P1092 ?obj }
What awards has Elton John won?,SELECT ?answer WHERE { wd:Q2808 wdt:P166 ?X . ?X wdt:P1346 ?answer}
What award did Elias Canetti receive in 1980?,"SELECT ?obj WHERE { wd:Q80064 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1980')) }"
"Name an instruction set architecture that contain the word "" x87"" in its name","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q272683 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'x87')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When was Jonny Wilkinson has joind as a member to the RC Toulonnais sports team?,SELECT ?value WHERE { wd:Q318920 p:P54 ?s . ?s ps:P54 wd:Q1857064 . ?s pq:P580 ?value}
Who has died in John Bain that has the geolocation of 35.2269?,"SELECT ?answer WHERE { wd:Q6220303 wdt:P20 ?answer . ?answer wdt:P625 ?x FILTER(contains(?x,'35.2269'))}"
For what Western Visayas is it 2017,"SELECT ?obj WHERE { wd:Q13665 p:P2046 ?s . ?s ps:P2046 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'2017')) }"
"What was Roger Martin du Gard nominated for on January 1, 1935?","SELECT ?obj WHERE { wd:Q129155 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1935')) }"
What is the safety classification and labeling for Nitric Acid through the NFPA Health subsection NFPA 704:Standard system for the identification of the hazards of materials for emergency response?,SELECT ?value WHERE { wd:Q83320 p:P4952 ?s . ?s ps:P4952 wd:Q51139288 . ?s pq:P993 ?value}
Who is the fictional person that is present in the work of Macbeth?,select distinct ?sbj where { ?sbj wdt:P1441 wd:Q130283 . ?sbj wdt:P31 wd:Q15632617 }
Who is Katie Ledecky related to?,select distinct ?sbj where { ?sbj wdt:P1038 wd:Q137374 . ?sbj wdt:P31 wd:Q5 }
Who gave the {stockholders} of {builder} of {EMD GP39-2} ?,SELECT ?answer WHERE { wd:Q5323435 wdt:P176 ?X . ?X wdt:P127 ?answer}
Which is the corporation for the products produced by Coca-Cola?,select distinct ?sbj where { ?sbj wdt:P1056 wd:Q2813 . ?sbj wdt:P31 wd:Q167037 }
Tell me universal library whose name has the word library in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q2495568 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'library')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What are the condiment which start with the letter y,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q2596997 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'y')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is Tanzania method in determining total fertility rate of 5.616?,"SELECT ?value WHERE { wd:Q924 p:P4841 ?s . ?s ps:P4841 ?x filter(contains(?x,'5.616')) . ?s pq:P459 ?value}"
,select distinct ?sbj where { ?sbj wdt:P161 wd:Q212002 . ?sbj wdt:P31 wd:Q5398426 }
"What is the name of Alexander Blok's birthplace, that has Manchester as a sister city?",SELECT ?answer WHERE { wd:Q164765 wdt:P19 ?answer . ?answer wdt:P190 wd:Q18125}
Where did Karl Marx begin his education in the year 1830?,"SELECT ?obj WHERE { wd:Q9061 p:P69 ?s . ?s ps:P69 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1830')) }"
Which smallest planet has the lowest longitude of ascending noed i the scattered disc?,select ?ent where { ?ent wdt:P31 wd:Q2199 . ?ent wdt:P2213 ?obj . ?ent wdt:P361 wd:Q180380} ORDER BY ASC(?obj)LIMIT 5
Which films is Mary Pickerford in?,select distinct ?obj where { wd:Q104109 wdt:P1283 ?obj . ?obj wdt:P31 wd:Q1371849 }
Name the river with maximim Strahler number?,select ?ent where { ?ent wdt:P31 wd:Q4022 . ?ent wdt:P1548 ?obj } ORDER BY DESC(?obj)LIMIT 5
Which is the position in the time period of Reconquista?,select distinct ?sbj where { ?sbj wdt:P2348 wd:Q79791 . ?sbj wdt:P31 wd:Q4164871 }
How many payment types are accepted at the Louvre museum?,SELECT (COUNT(?obj) AS ?value ) { wd:Q19675 wdt:P2851 ?obj }
What instrument is played by Scandinavian Airlines?,SELECT ?answer WHERE { wd:Q187854 wdt:P2283 ?X . ?X wdt:P1535 ?answer}
"What position did Lin Biao start on May 25, 1959.","SELECT ?obj WHERE { wd:Q315475 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1959')) }"
Where was the location of the invasion of the Russian Empire?,select distinct ?sbj where { ?sbj wdt:P276 wd:Q34266 . ?sbj wdt:P31 wd:Q467011 }
Who replaced Zachary Taylor as President of the United States?,SELECT ?value WHERE { wd:Q11896 p:P39 ?s . ?s ps:P39 wd:Q11696 . ?s pq:P1365 ?value}
Who is thefor J's PhD student Oppenheimer Robert?,select distinct ?obj where { wd:Q132537 wdt:P185 ?obj . ?obj wdt:P31 wd:Q5 }
Who's rule over Tocanis government ended on 3-22-20187?,"SELECT ?obj WHERE { wd:Q43695 p:P6 ?s . ?s ps:P6 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'2018')) }"
Which etchnicity do Russians have?,select distinct ?obj where { wd:Q7737 wdt:P2341 ?obj . ?obj wdt:P31 wd:Q41710 }
When  did Samuel Eliot Morison receive his Pulitzer Prise for Biography and Autobiography?,SELECT ?value WHERE { wd:Q982883 p:P166 ?s . ?s ps:P166 wd:Q285117 . ?s pq:P585 ?value}
Who gave the{AWLD status} of {languages of expression} of {Patton Oswalt} ?,SELECT ?answer WHERE { wd:Q374065 wdt:P1412 ?X . ?X wdt:P1999 ?answer}
When was Althea Gibson a member of the United States Wightman Cup team?,SELECT ?value WHERE { wd:Q53550 p:P54 ?s . ?s ps:P54 wd:Q7892299 . ?s pq:P580 ?value}
Where in Spain was Muhammad al-Idrisi born?,SELECT ?answer WHERE { wd:Q173441 wdt:P19 ?answer . ?answer wdt:P131 wd:Q29}
Which of the work of Rodin is significant?,SELECT ?answer WHERE { wd:Q30755 wdt:P800 ?X . ?X wdt:P195 ?answer}
"What new religious movement starts with the letter ""s""?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q477544 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 's')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the name of award recieved for Dawn Fraser has participant of 1960 Summer Olympics ?,SELECT ?value WHERE { wd:Q229040 p:P1344 ?s . ?s ps:P1344 wd:Q8415 . ?s pq:P166 ?value}
What is in conflict of armed with of A.100 ?,SELECT ?answer WHERE { wd:Q381204 wdt:P520 ?X . ?X wdt:P607 ?answer}
Who is the sculptor portrayed in mandolin?,SELECT ?answer WHERE { wd:Q302497 wdt:P1299 ?X . ?X wdt:P170 ?answer}
Who is the {Wikimedia category} for {category for films shot at this location} of {Shanghai},select distinct ?obj where { wd:Q8686 wdt:P1740 ?obj . ?obj wdt:P31 wd:Q4167836 }
What organization applies to the European Parliament?,select distinct ?obj where { wd:Q8889 wdt:P1001 ?obj . ?obj wdt:P31 wd:Q4120211 }
What was the namesake for Bohr radius with a recognition title of Copley Medal?,SELECT ?answer WHERE { wd:Q652571 wdt:P138 ?answer . ?answer wdt:P166 wd:Q28003}
